email_id,sender_domain,timestamp,Type,Area,Sub Area,Child Sub Area,email_body
email_959,business.org,2/22/21 0:46,Complaint,Credit Cards,Dispatch Issues,Dispatch Issues,"Subject: Follow-up on complaint — Dispatch Issues – Dispatch Issues

Hello,

I'm raising a complaint about Dispatch Issues in Credit Cards (specifically: Dispatch Issues).
I tried the usual steps but the problem persists.
I don't have the docs handy.


Cheers"
email_209,anothercorp.net,8/16/21 12:41,Service Request,NRI Customers,Conversion of Account,Resident to Non-Resident,"Subject: Follow-up on service request — Conversion of Account – Resident to Non-Resident

Hey,

I'm reaching out about Conversion of Account under NRI Customers (specifically: Resident to Non-Resident).
Please process this request and let me know what you need from me.
ASAP please.
Not sure what else you need.


Cheers"
email_414,client.com,8/20/21 17:47,Service Request,Credit Cards,NOC in respect of settled cards,Request for NO OBJECTION CERTIFICATE NOC,"Subject: Need assistance: NOC in respect of settled cards – Request for NO OBJECTION CERTIFICATE NOC

Hello,

This is regarding my service request for NOC in respect of settled cards (Credit Cards).
I got an error and couldn't complete what I was doing.
Let me know if you need anything else.


Best"
email_261,client.com,6/12/21 5:35,Complaint,Insurance/Mutual Fund,Pending/non disbrs claims,N/A,"Subject: Complaint: Pending/non disbrs claims

Hello,

I'm reaching out about Pending/non disbrs claims under Insurance/Mutual Fund.
I don't have the exact date/time right now.
I already shared some details before.


Sincerely"
email_649,anothercorp.net,1/19/21 22:44,Service request,CASA,Signature update,Current Account,"Subject: Follow-up on service request — Signature update – Current Account

Hello,

I'm reaching out about Signature update under CASA (specifically: Current Account).
I was told this would be fixed, but I haven't heard back.


— Sent from my phone"
email_551,business.org,6/17/21 2:31,Complaint,UPI,UPI Number,N/A,"Subject: Question about UPI Number in UPI

This is regarding my complaint for UPI Number (UPI).
It started a few days ago and hasn't been resolved.
Not sure what else you need.


Cheers"
email_637,client.com,9/21/21 9:19,Service Request,Credit Cards,Profile update,N/A,"Subject: Need assistance: Profile update

Hello,

This is regarding my service request for Profile update (Credit Cards).
I was told this would be fixed, but I haven't heard back.


Best"
email_511,anothercorp.net,4/1/21 2:33,Complaint,Credit Cards,Card not working in ECOM or POS ?,Card is not working,"Subject: Issue with Card not working in ECOM or POS ? – Card is not working (Complaint)

I'm following up on Card not working in ECOM or POS ? (specifically: Card is not working).
It started a few days ago and hasn't been resolved.
I don't have the docs handy.


Sincerely"
email_441,client.com,2/20/21 23:29,Service Request,NRI Customers,KYC updation,Others,"Subject: Service Request: Help with KYC updation – Others (NRI Customers)

To whom it may concern,

I need help with KYC updation in NRI Customers (specifically: Others).
I got an error and couldn't complete what I was doing.
I already shared some details before.


Regards"
email_530,business.org,3/10/21 17:42,Complaint,NRI Customers,Mobile Banking,Authentication failed while registering for Vyom app,"Subject: Follow-up on complaint — Mobile Banking – Authentication failed while registering for Vyom app

Hi there,

I'm raising a complaint about Mobile Banking in NRI Customers (specifically: Authentication failed while registering for Vyom app).
I was told this would be fixed, but I haven't heard back.
Let me know if you need anything else.


Cheers"
email_954,anothercorp.net,7/14/21 3:19,Complaint,Suggessions/Issues,Leased Branch premises,Payment issues,"Subject: Issue with Leased Branch premises – Payment issues (Complaint)

Hello,

I'm reaching out about Leased Branch premises under Suggessions/Issues (specifically: Payment issues).
I got an error and couldn't complete what I was doing.
ASAP please.
I don't have the docs handy.


Thanks"
email_601,anothercorp.net,2/15/21 7:47,Service Request,NRI Customers,Conversion of Account,Resident to Non-Resident,"Subject: Follow-up on service request — Conversion of Account – Resident to Non-Resident

Hello,

I need help with Conversion of Account in NRI Customers (specifically: Resident to Non-Resident).
Please process this request and let me know what you need from me.


Thanks"
email_712,anothercorp.net,11/17/21 14:29,Query,NRI Customers,Miscellaneous Query,N/A,"Subject: Follow-up on query — Miscellaneous Query

Hi there,

This is regarding my query for Miscellaneous Query (NRI Customers).
It started a few days ago and hasn't been resolved.
I don't have the docs handy.


Best"
email_42,anothercorp.net,6/1/21 13:14,Service request,CASA,Signature update,Saving Account,"Subject: Question about Signature update – Saving Account in CASA

I need help with Signature update in CASA (specifically: Saving Account).
I don't have the exact date/time right now.
Let me know if you need anything else.


Thanks"
email_84,business.org,3/15/21 4:12,Complaint,UPI,Creation of UPI ID,N/A,"Subject: Issue with Creation of UPI ID (Complaint)

I'm following up on Creation of UPI ID.
It started a few days ago and hasn't been resolved.
Need this fixed now.
Let me know if you need anything else.


Thanks"
email_853,client.com,5/17/21 20:58,Complaint,Credit Cards,OTP ISSUES,Not Receiving OTP/SMS,"Subject: Question about OTP ISSUES – Not Receiving OTP/SMS in Credit Cards

Hey,

I'm reaching out about OTP ISSUES under Credit Cards (specifically: Not Receiving OTP/SMS).
It started a few days ago and hasn't been resolved.
Not sure what else you need.


Cheers"
email_176,anothercorp.net,3/11/21 22:26,I,NRI Customers,Statement request,N/A,"Subject: Need assistance: Statement request

To whom it may concern,

I'm following up on Statement request.
I tried the usual steps but the problem persists.
I already shared some details before.


Best"
email_315,business.org,9/17/21 0:26,Service Request,Credit Cards,Card conversion,Convert card to Rupay Select or Visa Signature,"Subject: Question about Card conversion – Convert card to Rupay Select or Visa Signature in Credit Cards

Hey,

This is regarding my service request for Card conversion (Credit Cards).
I was told this would be fixed, but I haven't heard back.


Regards"
email_719,business.org,8/27/21 6:18,Complaint,Credit Cards,Card not visible in Vyom,Card not visible in Vyom,"Subject: Need assistance: Card not visible in Vyom – Card not visible in Vyom

Hi team,

I'm following up on Card not visible in Vyom (specifically: Card not visible in Vyom).
It started a few days ago and hasn't been resolved.


Cheers"
email_524,client.com,2/20/21 10:40,Service Request,Credit Cards,Card Fee Waiver Request,N/A,"Subject: Need assistance: Card Fee Waiver Request

I need help with Card Fee Waiver Request in Credit Cards.
It started a few days ago and hasn't been resolved.
This is urgent.
I already shared some details before.


Sincerely"
email_964,anothercorp.net,6/21/21 2:19,Query,NRI Customers,Addition/Deletion of Nominee Details,N/A,"Subject: Follow-up on query — Addition/Deletion of Nominee Details

I'm reaching out about Addition/Deletion of Nominee Details under NRI Customers.
I tried the usual steps but the problem persists.
I don't have the docs handy.


Cheers"
email_214,anothercorp.net,2/11/21 15:33,Complaint,Credit Cards,Dispatch Issues,Dispatch Issues,"Subject: Issue with Dispatch Issues – Dispatch Issues (Complaint)

Hello,

This is regarding my complaint for Dispatch Issues (Credit Cards).
I don't have the exact date/time right now.
Need this fixed now.


Cheers"
email_160,anothercorp.net,7/2/21 1:38,Service Request,Credit Cards,Card limit enhancement,I want to increase my card limit (Staff),"Subject: Issue with Card limit enhancement – I want to increase my card limit (Staff) (Service Request)

Hey,

I need help with Card limit enhancement in Credit Cards (specifically: I want to increase my card limit (Staff)).
It started a few days ago and hasn't been resolved.
Please sort this today.
Let me know if you need anything else.


Sincerely"
email_653,anothercorp.net,11/6/21 7:09,Service Request,NRI Customers,Updation of overseas address,N/A,"Subject: Need assistance: Updation of overseas address

Hello,

I'm following up on Updation of overseas address.
I was told this would be fixed, but I haven't heard back.
Let me know if you need anything else.


Sincerely"
email_750,anothercorp.net,5/25/21 0:57,Complaint,UPI,Credit Card on UPI,N/A,"Subject: Issue with Credit Card on UPI (Complaint)

Hi there,

I'm reaching out about Credit Card on UPI under UPI.
I got an error and couldn't complete what I was doing.
This is urgent.
I don't have the docs handy.


Thanks"
email_769,business.org,5/13/21 9:07,Service Request,Credit Cards,Add-on card,Request to add-on card to my wife/children/parents,"Subject: Service Request: Help with Add-on card – Request to add-on card to my wife/children/parents (Credit Cards)

To whom it may concern,

I need help with Add-on card in Credit Cards (specifically: Request to add-on card to my wife/children/parents).
I got an error and couldn't complete what I was doing.
Let me know if you need anything else.


Cheers"
email_757,business.org,5/21/21 9:45,Service request,ATM/Debit Card,Debit Card Pin Generation,N/A,"Subject: Issue with Debit Card Pin Generation (Service request)

This is regarding my service request for Debit Card Pin Generation (ATM/Debit Card).
I got an error and couldn't complete what I was doing.
I already shared some details before.


Cheers"
email_94,anothercorp.net,4/30/21 22:28,Complaint,Credit Cards,Getting error RISK THRESHOLD EXCEEDED - RISK DECLINES while doing Transaction,Getting error RISK THRESHOLD EXCEEDED - RISK DECLINES while doing Transaction,"Subject: Complaint: Getting error RISK THRESHOLD EXCEEDED - RISK DECLINES while doing Transaction – Getting error RISK THRESHOLD EXCEEDED - RISK DECLINES while doing Transaction

Hi team,

I need help with Getting error RISK THRESHOLD EXCEEDED - RISK DECLINES while doing Transaction in Credit Cards (specifically: Getting error RISK THRESHOLD EXCEEDED - RISK DECLINES while doing Transaction).
I got an error and couldn't complete what I was doing.
This is urgent.
I don't have the docs handy.


Sincerely"
email_975,client.com,1/21/21 20:10,Complaint,Credit Cards,Stmt not received,Non-receipt of Statement to e-mail id of the Cardholder,"Subject: Need assistance: Stmt not received – Non-receipt of Statement to e-mail id of the Cardholder

Hi there,

I need help with Stmt not received in Credit Cards (specifically: Non-receipt of Statement to e-mail id of the Cardholder).
I got an error and couldn't complete what I was doing.
Need this fixed now.


Regards"
email_595,anothercorp.net,11/5/21 12:17,Complaint,NRI Customers,Internet Banking,Registration of Net banking,"Subject: Issue with Internet Banking – Registration of Net banking (Complaint)

Hi there,

I'm following up on Internet Banking (specifically: Registration of Net banking).
I was told this would be fixed, but I haven't heard back.
ASAP please.
Not sure what else you need.


Thanks"
email_207,anothercorp.net,4/14/21 22:14,Complaint,Challan Payment,Online,Payment failed,"Subject: Follow-up on complaint — Online – Payment failed

To whom it may concern,

I'm raising a complaint about Online in Challan Payment (specifically: Payment failed).
I tried the usual steps but the problem persists.
This is urgent.
I don't have the docs handy.


Best"
email_184,business.org,4/23/21 6:00,Service Request,Credit Cards,Others,N/A,"Subject: Issue with Others (Service Request)

To whom it may concern,

I need help with Others in Credit Cards.
I tried the usual steps but the problem persists.


Regards"
email_421,anothercorp.net,4/4/21 7:36,Service Request,NRI Customers,Activation of accounts,Activation of inactive/dormant account,"Subject: Follow-up on service request — Activation of accounts – Activation of inactive/dormant account

Hey,

I'm reaching out about Activation of accounts under NRI Customers (specifically: Activation of inactive/dormant account).
It started a few days ago and hasn't been resolved.
This is urgent.


Best"
email_84,business.org,3/15/21 4:12,Complaint,UPI,Creation of UPI ID,N/A,"Subject: Issue with Creation of UPI ID (Complaint)

I'm following up on Creation of UPI ID.
It started a few days ago and hasn't been resolved.
Need this fixed now.
Let me know if you need anything else.


Thanks"
email_216,client.com,9/25/21 7:56,Complaint,Insurance/Mutual Fund,Pending/non disbrs claims,N/A,"Subject: Complaint: Help with Pending/non disbrs claims (Insurance/Mutual Fund)

Hello,

I'm following up on Pending/non disbrs claims.
I tried the usual steps but the problem persists.
I don't have the docs handy.


Sincerely"
email_821,business.org,10/10/21 0:37,Complaint,Suggessions/Issues,Leased Branch premises,Payment issues,"Subject: Issue with Leased Branch premises – Payment issues (Complaint)

Hi there,

I need help with Leased Branch premises in Suggessions/Issues (specifically: Payment issues).
I tried the usual steps but the problem persists.
Not sure what else you need.


Regards"
email_485,client.com,2/10/21 13:11,Service Request,Credit Cards,Card limit enhancement,I want to increase my card limit [for other than Staff),"Subject: Need assistance: Card limit enhancement – I want to increase my card limit [for other than Staff)

To whom it may concern,

I need help with Card limit enhancement in Credit Cards (specifically: I want to increase my card limit [for other than Staff)).
Please process this request and let me know what you need from me.
Need this fixed now.
Not sure what else you need.


Best"
email_93,business.org,5/24/21 6:56,Service Request,Credit Cards,Card not Received - Applied through STP,N/A,"Subject: Issue with Card not Received - Applied through STP (Service Request)

Hey,

I need help with Card not Received - Applied through STP in Credit Cards.
I got an error and couldn't complete what I was doing.
Let me know if you need anything else.


Best"
email_703,client.com,12/25/21 23:43,Service Request,NRI Customers,Conversion of Account,Resident to Non-Resident,"Subject: Need assistance: Conversion of Account – Resident to Non-Resident

This is regarding my service request for Conversion of Account (NRI Customers).
I tried the usual steps but the problem persists.
Need this fixed now.
I already shared some details before.


Best"
email_154,business.org,8/3/21 7:12,Complaint,NRI Customers,Internet Banking,Registration of Net banking,"Subject: Complaint: Internet Banking – Registration of Net banking

Hi there,

This is regarding my complaint for Internet Banking (NRI Customers).
I got an error and couldn't complete what I was doing.


Cheers"
email_883,client.com,8/26/21 12:05,Complaint,Digital Cyber Crime,Digital Rupee CBDC,N/A,"Subject: Need assistance: Digital Rupee CBDC

To whom it may concern,

I'm raising a complaint about Digital Rupee CBDC in Digital Cyber Crime.
I tried the usual steps but the problem persists.
Please sort this today.
I already shared some details before.


— Sent from my phone"
email_515,client.com,6/30/21 14:09,Service Request,Credit Cards,EMI Processing,"EMI for only individual transaction amount of Rs.5,000/- & above","Subject: Issue with EMI Processing – EMI for only individual transaction amount of Rs.5,000/- & above (Service Request)

I'm reaching out about EMI Processing under Credit Cards (specifically: EMI for only individual transaction amount of Rs.5,000/- & above).
I don't have the exact date/time right now.
Need this fixed now.
Not sure what else you need.


— Sent from my phone"
email_347,anothercorp.net,9/26/21 3:57,Service request,CASA,Name modification,Saving Account,"Subject: Question about Name modification – Saving Account in CASA

Hi team,

I'm following up on Name modification (specifically: Saving Account).
I don't have the exact date/time right now.
Let me know if you need anything else.


Sincerely"
email_429,anothercorp.net,3/4/21 11:40,Service Request,NRI Customers,Activation of accounts,Activation of inactive/dormant account,"Subject: Follow-up on service request — Activation of accounts – Activation of inactive/dormant account

Hi there,

This is regarding my service request for Activation of accounts (NRI Customers).
I was told this would be fixed, but I haven't heard back.
Let me know if you need anything else.


Best"
email_570,anothercorp.net,10/24/21 19:16,Service request,CASA,Update Nominee,Current Account,"Subject: Follow-up on service request — Update Nominee – Current Account

This is regarding my service request for Update Nominee (CASA).
I don't have the exact date/time right now.


Cheers"
email_932,client.com,3/1/21 16:56,Complaint,UPI,UPI Mandate,N/A,"Subject: Question about UPI Mandate in UPI

I'm reaching out about UPI Mandate under UPI.
It started a few days ago and hasn't been resolved.


Regards"
email_642,anothercorp.net,4/18/21 14:03,Service Request,Credit Cards,Card limit enhancement,I want to increase my card limit [for other than Staff),"Subject: Question about Card limit enhancement – I want to increase my card limit [for other than Staff) in Credit Cards

I'm following up on Card limit enhancement (specifically: I want to increase my card limit [for other than Staff)).
I got an error and couldn't complete what I was doing.


Sincerely"
email_520,business.org,2/24/21 21:58,Complaint,Credit Cards,Card not working in ECOM or POS ?,Card is not working,"Subject: Complaint: Help with Card not working in ECOM or POS ? – Card is not working (Credit Cards)

Hey,

I need help with Card not working in ECOM or POS ? in Credit Cards (specifically: Card is not working).
I don't have the exact date/time right now.
ASAP please.
Let me know if you need anything else.


— Sent from my phone"
email_675,anothercorp.net,12/4/21 8:13,Service Request,NRI Customers,KYC updation,Email ID Update,"Subject: Service Request: Help with KYC updation – Email ID Update (NRI Customers)

Hello,

This is regarding my service request for KYC updation (NRI Customers).
I got an error and couldn't complete what I was doing.


— Sent from my phone"
email_248,anothercorp.net,12/23/21 22:33,Service Request,NRI Customers,Registered mobile number updation,N/A,"Subject: Follow-up on service request — Registered mobile number updation

Hello,

This is regarding my service request for Registered mobile number updation (NRI Customers).
I tried the usual steps but the problem persists.
ASAP please.


Best"
email_464,client.com,5/21/21 8:15,Query,NRI Customers,Interest Rates query,Query for Interest Rates query for NRE/NRO Term Deposit,"Subject: Query: Help with Interest Rates query – Query for Interest Rates query for NRE/NRO Term Deposit (NRI Customers)

To whom it may concern,

I'm reaching out about Interest Rates query under NRI Customers (specifically: Query for Interest Rates query for NRE/NRO Term Deposit).
I don't have the exact date/time right now.


Regards"
email_29,business.org,5/2/21 22:58,Complaint,Credit Cards,Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction,Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction,"Subject: Question about Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction – Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction in Credit Cards

To whom it may concern,

I'm following up on Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction (specifically: Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction).
I was told this would be fixed, but I haven't heard back.
I don't have the docs handy.


Cheers"
email_574,client.com,10/19/21 17:06,Service request,CASA,Addition/Deletion of account holders,Saving Account,"Subject: Service request: Help with Addition/Deletion of account holders – Saving Account (CASA)

I'm reaching out about Addition/Deletion of account holders under CASA (specifically: Saving Account).
It started a few days ago and hasn't been resolved.


Thanks"
email_892,business.org,11/7/21 17:41,Complaint,ATM CLAIM,AEPS (Aadhaar Enabled Pymt System),Complaint lodged in Finacle,"Subject: Complaint: AEPS (Aadhaar Enabled Pymt System) – Complaint lodged in Finacle

To whom it may concern,

I'm reaching out about AEPS (Aadhaar Enabled Pymt System) under ATM CLAIM (specifically: Complaint lodged in Finacle).
I got an error and couldn't complete what I was doing.
Need this fixed now.
I don't have the docs handy.


Best"
email_43,business.org,5/16/21 21:00,Complaint,Credit Cards,Payment not shown in Stmt/AC,Mode of Payment (Transfer from Account),"Subject: Question about Payment not shown in Stmt/AC – Mode of Payment (Transfer from Account) in Credit Cards

I'm reaching out about Payment not shown in Stmt/AC under Credit Cards (specifically: Mode of Payment (Transfer from Account)).
I was told this would be fixed, but I haven't heard back.
This is urgent.


— Sent from my phone"
email_523,anothercorp.net,4/27/21 10:34,Complaint,UPI,Credit Card on UPI,N/A,"Subject: Complaint: Credit Card on UPI

Hi there,

I need help with Credit Card on UPI in UPI.
I was told this would be fixed, but I haven't heard back.
This is urgent.


Thanks"
email_223,client.com,6/2/21 3:33,Service Request,NRI Customers,Interest Certificate Request,N/A,"Subject: Follow-up on service request — Interest Certificate Request

Hello,

I need help with Interest Certificate Request in NRI Customers.
I tried the usual steps but the problem persists.
This is urgent.
Not sure what else you need.


Thanks"
email_871,client.com,5/30/21 2:15,Service Request,Credit Cards,Apply for Credit Cards,Through STP - Issues faced,"Subject: Need assistance: Apply for Credit Cards – Through STP - Issues faced

Hi there,

I'm reaching out about Apply for Credit Cards under Credit Cards (specifically: Through STP - Issues faced).
I don't have the exact date/time right now.


Cheers"
email_758,client.com,5/30/21 8:03,Complaint,NRI Customers,Internet Banking,Login isssue,"Subject: Question about Internet Banking – Login isssue in NRI Customers

To whom it may concern,

I'm raising a complaint about Internet Banking in NRI Customers (specifically: Login isssue).
I tried the usual steps but the problem persists.
Please sort this today.


Sincerely"
email_746,business.org,9/20/21 13:10,Complaint,Credit Cards,Renewal of expired Card,N/A,"Subject: Follow-up on complaint — Renewal of expired Card

Hi team,

This is regarding my complaint for Renewal of expired Card (Credit Cards).
I was told this would be fixed, but I haven't heard back.
Not sure what else you need.


Best"
email_386,client.com,11/22/21 4:03,Service request,CASA,Update Nominee,Saving Account,"Subject: Issue with Update Nominee – Saving Account (Service request)

To whom it may concern,

I'm reaching out about Update Nominee under CASA (specifically: Saving Account).
I was told this would be fixed, but I haven't heard back.
I don't have the docs handy.


Regards"
email_160,anothercorp.net,7/2/21 1:38,Service Request,Credit Cards,Card limit enhancement,I want to increase my card limit (Staff),"Subject: Issue with Card limit enhancement – I want to increase my card limit (Staff) (Service Request)

Hey,

I need help with Card limit enhancement in Credit Cards (specifically: I want to increase my card limit (Staff)).
It started a few days ago and hasn't been resolved.
Please sort this today.
Let me know if you need anything else.


Sincerely"
email_542,client.com,8/4/21 10:06,Complaint,Credit Cards,Airport Lounge details,Airport Lounge access was Denied,"Subject: Complaint: Airport Lounge details – Airport Lounge access was Denied

Hi there,

I'm reaching out about Airport Lounge details under Credit Cards (specifically: Airport Lounge access was Denied).
I tried the usual steps but the problem persists.
This is urgent.
I already shared some details before.


Best"
email_209,anothercorp.net,8/16/21 12:41,Service Request,NRI Customers,Conversion of Account,Resident to Non-Resident,"Subject: Follow-up on service request — Conversion of Account – Resident to Non-Resident

Hey,

I'm reaching out about Conversion of Account under NRI Customers (specifically: Resident to Non-Resident).
Please process this request and let me know what you need from me.
ASAP please.
Not sure what else you need.


Cheers"
email_202,business.org,10/5/21 22:08,Complaint,Credit Cards,Statements not received in mail,Statements not received in mail,"Subject: Need assistance: Statements not received in mail – Statements not received in mail

Hey,

I'm following up on Statements not received in mail (specifically: Statements not received in mail).
I got an error and couldn't complete what I was doing.


Regards"
email_479,client.com,4/16/21 20:20,Service Request,NRI Customers,Conversion of Account,Non-Resident to Resident,"Subject: Need assistance: Conversion of Account – Non-Resident to Resident

Hi team,

I'm following up on Conversion of Account (specifically: Non-Resident to Resident).
I was told this would be fixed, but I haven't heard back.
I don't have the docs handy.


— Sent from my phone"
email_479,client.com,4/16/21 20:20,Service Request,NRI Customers,Conversion of Account,Non-Resident to Resident,"Subject: Need assistance: Conversion of Account – Non-Resident to Resident

Hi team,

I'm following up on Conversion of Account (specifically: Non-Resident to Resident).
I was told this would be fixed, but I haven't heard back.
I don't have the docs handy.


— Sent from my phone"
email_627,business.org,7/29/21 0:46,Query,NRI Customers,Fund Transfer Inquiry,Query for Fund Transfer Inquiry,"Subject: Need assistance: Fund Transfer Inquiry – Query for Fund Transfer Inquiry

Hi there,

This is regarding my query for Fund Transfer Inquiry (NRI Customers).
Can you clarify the process and timelines?


Cheers"
email_393,business.org,8/4/21 14:55,Complaint,NRI Customers,Mobile Banking,OTP issue,"Subject: Need assistance: Mobile Banking – OTP issue

Hi there,

I need help with Mobile Banking in NRI Customers (specifically: OTP issue).
I got an error and couldn't complete what I was doing.


Regards"
email_267,business.org,12/14/21 21:37,Complaint,Credit Cards,Airport Lounge details,Airport Lounge access was Denied,"Subject: Need assistance: Airport Lounge details – Airport Lounge access was Denied

Hey,

This is regarding my complaint for Airport Lounge details (Credit Cards).
It started a few days ago and hasn't been resolved.
Let me know if you need anything else.


Sincerely"
email_847,client.com,1/30/21 20:41,Service Request,CASA,BSBDA/BSBDS to SBGEN Account Conversion,N/A,"Subject: Service Request: Help with BSBDA/BSBDS to SBGEN Account Conversion (CASA)

Hi team,

I'm reaching out about BSBDA/BSBDS to SBGEN Account Conversion under CASA.
It started a few days ago and hasn't been resolved.


Sincerely"
email_449,client.com,1/19/21 16:56,Complaint,Union Voice Assistant (UVA),Fund Transfer,Transaction Not Initiated by Me (Disable Skill),"Subject: Question about Fund Transfer – Transaction Not Initiated by Me (Disable Skill) in Union Voice Assistant (UVA)

Hey,

This is regarding my complaint for Fund Transfer (Union Voice Assistant (UVA)).
I don't have the exact date/time right now.
I don't have the docs handy.


Sincerely"
email_194,anothercorp.net,8/20/21 7:49,Query,NRI Customers,Addition/Deletion of Nominee Details,N/A,"Subject: Issue with Addition/Deletion of Nominee Details (Query)

To whom it may concern,

I need help with Addition/Deletion of Nominee Details in NRI Customers.
Can you clarify the process and timelines?
Let me know if you need anything else.


Thanks"
email_343,business.org,3/10/21 3:24,Query,NRI Customers,Fund Transfer Inquiry,Query for Fund Transfer Inquiry,"Subject: Issue with Fund Transfer Inquiry – Query for Fund Transfer Inquiry (Query)

This is regarding my query for Fund Transfer Inquiry (NRI Customers).
I don't have the exact date/time right now.
Let me know if you need anything else.


Cheers"
email_500,client.com,4/28/21 17:00,Service Request,NRI Customers,Activation of accounts,Activation of inactive/dormant account,"Subject: Follow-up on service request — Activation of accounts – Activation of inactive/dormant account

I need help with Activation of accounts in NRI Customers (specifically: Activation of inactive/dormant account).
I got an error and couldn't complete what I was doing.


Cheers"
email_234,business.org,5/7/21 11:16,Complaint,Credit Cards,Renewal of expired Card,N/A,"Subject: Complaint: Help with Renewal of expired Card (Credit Cards)

I'm reaching out about Renewal of expired Card under Credit Cards.
I was told this would be fixed, but I haven't heard back.
Please sort this today.
I don't have the docs handy.


Regards"
email_920,anothercorp.net,6/8/21 14:46,Complaint,UPI,UPI Payments,N/A,"Subject: Question about UPI Payments in UPI

I need help with UPI Payments in UPI.
I tried the usual steps but the problem persists.
This is urgent.
Not sure what else you need.


Cheers"
email_415,anothercorp.net,6/10/21 0:15,Service Request,Credit Cards,Card Not Activated,CBS-NPA Cards,"Subject: Follow-up on service request — Card Not Activated – CBS-NPA Cards

Hi there,

I'm following up on Card Not Activated (specifically: CBS-NPA Cards).
I was told this would be fixed, but I haven't heard back.
Please sort this today.
I don't have the docs handy.


Thanks"
email_544,anothercorp.net,11/7/21 1:03,Complaint,Credit Cards,Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction,Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction,"Subject: Question about Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction – Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction in Credit Cards

Hi team,

I need help with Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction in Credit Cards (specifically: Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction).
It started a few days ago and hasn't been resolved.
ASAP please.
Not sure what else you need.


Regards"
email_108,business.org,12/10/21 8:43,I,NRI Customers,Statement request,N/A,"Subject: Issue with Statement request (I)

To whom it may concern,

I need help with Statement request in NRI Customers.
I got an error and couldn't complete what I was doing.


Best"
email_35,client.com,9/29/21 1:59,Complaint,UPI,Set/Reset of UPI PIN,N/A,"Subject: Follow-up on complaint — Set/Reset of UPI PIN

Hey,

I'm reaching out about Set/Reset of UPI PIN under UPI.
I got an error and couldn't complete what I was doing.
Not sure what else you need.


Cheers"
email_962,anothercorp.net,9/28/21 16:32,Query,NRI Customers,Interest Rates query,Query for Interest Rates query for NRE/NRO Term Deposit,"Subject: Question about Interest Rates query – Query for Interest Rates query for NRE/NRO Term Deposit in NRI Customers

To whom it may concern,

This is regarding my query for Interest Rates query (NRI Customers).
It started a few days ago and hasn't been resolved.


Best"
email_619,client.com,12/4/21 7:41,Complaint,Credit Cards,Getting error DEBIT TIMEOUT while doing Transaction,Getting error DEBIT TIMEOUT while doing Transaction,"Subject: Need assistance: Getting error DEBIT TIMEOUT while doing Transaction – Getting error DEBIT TIMEOUT while doing Transaction

Hello,

This is regarding my complaint for Getting error DEBIT TIMEOUT while doing Transaction (Credit Cards).
I got an error and couldn't complete what I was doing.
Need this fixed now.
Not sure what else you need.


— Sent from my phone"
email_97,anothercorp.net,10/3/21 16:41,Complaint,Union Voice Assistant (UVA),Fund Transfer,Transaction Not Initiated by Me (Disable Skill),"Subject: Issue with Fund Transfer – Transaction Not Initiated by Me (Disable Skill) (Complaint)

Hi there,

I need help with Fund Transfer in Union Voice Assistant (UVA) (specifically: Transaction Not Initiated by Me (Disable Skill)).
I was told this would be fixed, but I haven't heard back.
This is urgent.
I don't have the docs handy.


Sincerely"
email_668,anothercorp.net,7/26/21 22:22,Service Request,Credit Cards,Apply for Credit Cards,N/A,"Subject: Follow-up on service request — Apply for Credit Cards

This is regarding my service request for Apply for Credit Cards (Credit Cards).
Please process this request and let me know what you need from me.
Not sure what else you need.


Thanks"
email_267,business.org,12/14/21 21:37,Complaint,Credit Cards,Airport Lounge details,Airport Lounge access was Denied,"Subject: Need assistance: Airport Lounge details – Airport Lounge access was Denied

Hey,

This is regarding my complaint for Airport Lounge details (Credit Cards).
It started a few days ago and hasn't been resolved.
Let me know if you need anything else.


Sincerely"
email_55,client.com,12/30/21 8:16,Complaint,Union Voice Assistant (UVA),Fund Transfer,Unsuccessful Transaction,"Subject: Follow-up on complaint — Fund Transfer – Unsuccessful Transaction

I'm raising a complaint about Fund Transfer in Union Voice Assistant (UVA) (specifically: Unsuccessful Transaction).
I tried the usual steps but the problem persists.
Please sort this today.


Best"
email_134,anothercorp.net,1/22/21 5:01,Query,NRI Customers,Chequebook Issuance,N/A,"Subject: Query: Help with Chequebook Issuance (NRI Customers)

Hello,

I'm following up on Chequebook Issuance.
Can you clarify the process and timelines?
I already shared some details before.


Thanks"
email_532,client.com,1/12/21 10:02,Complaint,NRI Customers,Internet Banking,Transaction password reset,"Subject: Follow-up on complaint — Internet Banking – Transaction password reset

Hi team,

I'm reaching out about Internet Banking under NRI Customers (specifically: Transaction password reset).
I don't have the exact date/time right now.


— Sent from my phone"
